X cood.,Y cood.,Pressure,Height,X tilt,Y tilt,Thickness,Time,Tip/Ers
7004,1225,1671,0,2300,2800,336,8966,Tip
7004,1206,1661,0,2300,2800,336,8968,Tip
7003,1189,1649,0,2300,2800,336,8971,Tip
7002,1173,1645,0,2300,2800,336,8973,Tip
7002,1160,1649,0,2300,2800,336,8975,Tip
6999,1148,1662,0,2300,2800,336,8977,Tip
6996,1137,1665,0,2300,2800,336,8979,Tip
6992,1128,1653,0,2300,2800,336,8981,Tip
6986,1120,1620,0,2300,2800,336,8983,Tip
6979,1112,1574,0,2300,2800,336,8985,Tip
6971,1106,1536,0,2300,2800,336,8987,Tip
6965,1099,1507,0,2300,2800,336,8989,Tip
6956,1093,1493,0,2300,2800,336,8991,Tip
6948,1089,1480,0,2300,3000,336,8993,Tip
6939,1087,1457,0,2300,3000,336,8996,Tip
6929,1086,1431,0,2300,3000,336,8998,Tip
6920,1088,1392,0,2300,3000,336,9000,Tip
6910,1091,1359,0,2300,3000,336,9002,Tip
6898,1097,1341,0,2300,3000,336,9004,Tip
6885,1106,1328,0,2300,3000,336,9006,Tip
6870,1120,1323,0,2300,3000,336,9008,Tip
6852,1140,1328,0,2200,3000,336,9010,Tip
6832,1166,1330,0,2200,3000,336,9012,Tip
6808,1202,1341,0,2200,3000,336,9014,Tip
6780,1241,1348,0,2200,3000,336,9016,Tip
6749,1285,1346,0,2200,3000,336,9018,Tip
6715,1333,1340,0,2200,3000,336,9021,Tip
6678,1382,1309,0,2300,3000,336,9023,Tip
6640,1436,1286,0,2300,3000,336,9025,Tip
6601,1495,1257,0,2300,3000,336,9027,Tip
6561,1555,1228,0,2300,3000,336,9029,Tip
6520,1617,1212,0,2300,3000,336,9031,Tip
6478,1680,1188,0,2300,3000,336,9033,Tip
6438,1740,1176,0,2300,3000,336,9035,Tip
6399,1800,1170,0,2300,3000,336,9037,Tip
6363,1857,1163,0,2300,3000,336,9039,Tip
6330,1910,1161,0,2300,3000,336,9041,Tip
6299,1958,1161,0,2300,3000,336,9043,Tip
6272,2001,1157,0,2300,3000,336,9046,Tip
6248,2038,1158,0,2300,3000,336,9048,Tip
6230,2068,1161,0,2300,3000,336,9050,Tip
6216,2094,1160,0,2300,3000,336,9052,Tip
6206,2116,1160,0,2300,3000,336,9054,Tip
6199,2135,1160,0,2300,3000,336,9056,Tip
6194,2154,1158,0,2300,3000,336,9058,Tip
6192,2171,1164,0,2300,3000,336,9060,Tip
6193,2188,1169,0,2300,3000,336,9062,Tip
6195,2204,1166,0,2300,3000,336,9064,Tip
6198,2219,1163,0,2300,3000,336,9066,Tip
6202,2232,1153,0,2300,3000,336,9068,Tip
6207,2244,1145,0,2300,3000,336,9071,Tip
6213,2255,1152,0,2300,3000,336,9073,Tip
6222,2265,1154,0,2300,3000,336,9075,Tip
6231,2274,1152,0,2300,3000,336,9077,Tip
6241,2283,1152,0,2300,3000,336,9079,Tip
6252,2291,1143,0,2300,3000,336,9081,Tip
6263,2298,1147,0,2300,3000,336,9083,Tip
6274,2304,1166,0,2300,3000,336,9085,Tip
6287,2311,1177,0,2300,3000,336,9087,Tip
6300,2319,1191,0,2300,3000,336,9089,Tip
6313,2328,1206,0,2300,3000,336,9091,Tip
6326,2340,1217,0,2300,3000,336,9093,Tip
6337,2354,1243,0,2200,3000,336,9096,Tip
6347,2370,1267,0,2200,3000,336,9098,Tip
6354,2391,1299,0,2200,3000,336,9100,Tip
6360,2413,1328,0,2200,3000,336,9102,Tip
6364,2438,1358,0,2200,3000,336,9104,Tip
6366,2466,1389,0,2200,3000,336,9106,Tip
6368,2494,1416,0,2200,3000,336,9108,Tip
6368,2525,1440,0,2200,3000,336,9110,Tip
6367,2556,1451,0,2200,3000,336,9112,Tip
6365,2588,1459,0,2200,2800,336,9114,Tip
6361,2620,1460,0,2200,2800,336,9116,Tip
6357,2653,1459,0,2200,2800,336,9118,Tip
6352,2685,1459,0,2200,2800,336,9121,Tip
6347,2717,1457,0,2200,2800,336,9123,Tip
6342,2751,1451,0,2200,2800,336,9125,Tip
6338,2783,1446,0,2200,2800,336,9127,Tip
6333,2815,1441,0,2200,2800,336,9129,Tip
6331,2846,1438,0,2200,2800,336,9131,Tip
6329,2874,1436,0,2200,2800,336,9133,Tip
6328,2898,1432,0,2200,2800,336,9135,Tip
6328,2918,1431,0,2200,2800,336,9137,Tip
6330,2935,1424,0,2200,2800,336,9139,Tip
6331,2949,1420,0,2200,2800,336,9141,Tip
6335,2962,1416,0,2200,2700,336,9143,Tip
6340,2973,1416,0,2200,2700,336,9146,Tip
6344,2984,1414,0,2200,2700,336,9148,Tip
6348,2995,1404,0,2200,2700,336,9150,Tip
6353,3005,1387,0,2200,2700,336,9152,Tip
6357,3013,1365,0,2200,2700,336,9154,Tip
6362,3020,1344,0,2200,2700,336,9156,Tip
6367,3027,1340,0,2200,2700,336,9158,Tip
6370,3033,1326,0,2200,2700,336,9160,Tip
6374,3039,1308,0,2200,2700,336,9162,Tip
6376,3044,1290,0,2200,2700,336,9164,Tip
6379,3048,1253,0,2200,2700,336,9166,Tip
6382,3051,1234,0,2200,2700,336,9168,Tip
6384,3054,1207,0,2200,2600,336,9171,Tip
6386,3057,1179,0,2200,2600,336,9173,Tip
6388,3059,1153,0,2200,2600,336,9175,Tip
6389,3062,1116,0,2200,2600,336,9177,Tip
6389,3065,1078,0,2200,2600,336,9179,Tip
6389,3065,1050,0,2200,2600,336,9181,Tip
6388,3067,1027,0,2200,2600,336,9183,Tip
6387,3069,1017,0,2200,2600,336,9185,Tip
6384,3073,1022,0,2200,2600,336,9187,Tip
6379,3079,1020,0,2200,2600,336,9189,Tip
6373,3085,1016,0,2200,2600,336,9191,Tip
6365,3093,1003,0,2200,2600,336,9193,Tip
6355,3101,983,0,2200,2600,336,9196,Tip
6345,3111,954,0,2200,2600,336,9198,Tip
6333,3119,922,0,2200,2600,336,9200,Tip
6321,3127,886,0,2200,2600,336,9202,Tip
6310,3135,849,0,2200,2500,336,9204,Tip
6300,3141,814,0,2200,2500,336,9206,Tip
6290,3147,771,0,2200,2500,336,9208,Tip
6281,3152,727,0,2200,2500,336,9210,Tip
6273,3155,684,0,2200,2500,336,9212,Tip
6267,3156,636,0,2200,2500,336,9214,Tip
6262,3157,580,0,2200,2500,336,9216,Tip
6258,3156,514,0,2200,2500,336,9218,Tip
6256,3154,430,0,2200,2500,336,9221,Tip
6255,3150,333,0,2200,2500,336,9223,Tip
6255,3145,233,0,2200,2500,336,9225,Tip
6255,3145,0,0,2200,2500,336,9227,Tip
6273,3115,0,0,2200,2500,336,9229,Tip
6284,3096,0,0,2200,2500,336,9231,Tip
6296,3075,0,0,2200,2500,336,9233,Tip
6304,3057,0,0,2100,2500,336,9235,Tip
6311,3039,0,0,2100,2500,0,9237,Tip
6321,3020,0,0,2100,2500,0,9239,Tip
6330,2999,0,0,2100,2500,0,9241,Tip
6341,2978,0,0,2100,2500,0,9243,Tip
6353,2957,0,-3,2100,2500,0,9246,Tip
6359,2947,0,-4,2100,2500,0,9248,Tip
6369,2932,0,-5,2100,2500,0,9250,Tip
6381,2915,0,-8,2100,2500,0,9252,Tip
6394,2898,0,-10,2100,2500,0,9254,Tip
6402,2890,0,-13,2100,2500,0,9256,Tip
6411,2880,0,-16,2100,2500,0,9258,Tip
6423,2869,0,-20,2100,2500,0,9260,Tip
6436,2858,0,-22,2100,2500,0,9262,Tip
6451,2846,0,-26,2100,2500,0,9264,Tip
6471,2834,0,-31,2100,2500,0,9266,Tip
6493,2828,0,-34,2100,2500,0,9268,Tip
6515,2821,0,-38,2100,2500,0,9271,Tip
6539,2814,0,-43,2100,2500,0,9273,Tip
6558,2804,0,-45,2100,2500,0,9275,Tip
6588,2795,0,-51,2100,2500,0,9277,Tip
6612,2786,0,-54,2100,2500,0,9279,Tip
6637,2778,0,-60,2100,2500,0,9281,Tip
6663,2771,0,-64,2100,2500,0,9283,Tip
6683,2764,0,-68,2100,2500,0,9285,Tip
6713,2758,0,-73,2100,2500,0,9287,Tip
6743,2753,0,-74,2100,2500,0,9289,Tip
6769,2749,0,-79,2100,2500,0,9291,Tip
6797,2745,0,-81,2100,2500,0,9293,Tip
6820,2740,0,-85,2100,2500,0,9296,Tip
6846,2735,0,-89,2100,2500,0,9298,Tip
6892,2732,0,-94,2100,2500,0,9300,Tip
6918,2729,0,-98,2100,2500,0,9302,Tip
6943,2726,0,-103,2100,2500,0,9304,Tip
6967,2723,0,-107,2100,2500,0,9306,Tip
6970,2719,0,-107,2100,2500,0,9308,Tip
6982,2716,0,-107,2100,2500,0,9310,Tip
6990,2713,0,-107,2100,2500,0,9312,Tip
6993,2710,0,-107,2100,2500,0,9314,Tip
6993,2710,0,-107,2100,2500,0,9316,Tip
